timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W]
2026/09/24 01:40:10.620, 19194, 46068, 89, 251.57
2026/09/24 01:40:11.622, 19194, 46068, 88, 251.09
2026/09/24 01:40:12.623, 19194, 46068, 88, 244.28
2026/09/24 01:40:13.625, 19194, 46068, 89, 252.46
2026/09/24 01:40:14.626, 19194, 46068, 89, 251.55
2026/09/24 01:40:15.628, 19194, 46068, 100, 272.85
2026/09/24 01:40:16.630, 19194, 46068, 88, 286.18
2026/09/24 01:40:17.632, 19194, 46068, 91, 248.95
2026/09/24 01:40:18.634, 19194, 46068, 89, 248.63
2026/09/24 01:40:19.635, 19194, 46068, 89, 249.89
2026/09/24 01:40:20.638, 19194, 46068, 89, 252.77
2026/09/24 01:40:21.639, 19194, 46068, 88, 252.92
2026/09/24 01:40:22.641, 19194, 46068, 92, 250.43
2026/09/24 01:40:23.643, 19194, 46068, 87, 253.07
2026/09/24 01:40:24.644, 19194, 46068, 91, 251.04
2026/09/24 01:40:25.645, 19194, 46068, 57, 238.42
2026/09/24 01:40:26.647, 19194, 46068, 91, 304.54
2026/09/24 01:40:27.649, 19194, 46068, 88, 251.88
2026/09/24 01:40:28.651, 19194, 46068, 87, 249.97
2026/09/24 01:40:29.653, 19194, 46068, 88, 250.36
2026/09/24 01:40:30.655, 19194, 46068, 88, 251.19
2026/09/24 01:40:31.656, 19194, 46068, 89, 252.76
2026/09/24 01:40:32.658, 19194, 46068, 89, 255.37
2026/09/24 01:40:33.660, 19194, 46068, 89, 253.45
2026/09/24 01:40:34.662, 19194, 46068, 88, 256.49
2026/09/24 01:40:35.664, 19194, 46068, 92, 253.40
2026/09/24 01:40:36.665, 19194, 46068, 100, 311.85
2026/09/24 01:40:37.667, 19194, 46068, 89, 275.03
2026/09/24 01:40:38.668, 19194, 46068, 89, 254.65
2026/09/24 01:40:39.670, 19194, 46068, 89, 252.81
2026/09/24 01:40:40.672, 19194, 46068, 89, 253.84
2026/09/24 01:40:41.674, 19194, 46068, 89, 251.78
2026/09/24 01:40:42.675, 19194, 46068, 91, 254.92
2026/09/24 01:40:43.677, 19194, 46068, 90, 253.14
2026/09/24 01:40:44.678, 19194, 46068, 89, 255.61
2026/09/24 01:40:45.680, 19194, 46068, 89, 249.24
2026/09/24 01:40:46.682, 19194, 46068, 100, 281.57
2026/09/24 01:40:47.684, 19194, 46068, 89, 290.38
2026/09/24 01:40:48.686, 19194, 46068, 88, 252.33
2026/09/24 01:40:49.687, 19194, 46068, 88, 252.52
2026/09/24 01:40:50.688, 19194, 46068, 92, 254.60
2026/09/24 01:40:51.690, 19194, 46068, 92, 253.82
2026/09/24 01:40:52.691, 19194, 46068, 92, 255.61
2026/09/24 01:40:53.693, 19194, 46068, 88, 253.75
2026/09/24 01:40:54.695, 19194, 46068, 88, 254.12
2026/09/24 01:40:55.696, 19194, 46068, 92, 256.50
2026/09/24 01:40:56.697, 19194, 46068, 44, 242.47
2026/09/24 01:40:57.699, 19194, 46068, 88, 299.21
2026/09/24 01:40:58.701, 19194, 46068, 88, 247.60
2026/09/24 01:40:59.702, 19194, 46068, 92, 250.00
2026/09/24 01:41:00.704, 19194, 46068, 88, 251.01
2026/09/24 01:41:01.706, 19194, 46068, 88, 251.71
2026/09/24 01:41:02.707, 19194, 46068, 91, 250.43
2026/09/24 01:41:03.709, 19194, 46068, 90, 255.18
2026/09/24 01:41:04.711, 19194, 46068, 87, 252.76
2026/09/24 01:41:05.712, 19194, 46068, 92, 250.19
2026/09/24 01:41:06.714, 19194, 46068, 87, 252.60
2026/09/24 01:41:07.717, 19194, 46068, 100, 286.01
2026/09/24 01:41:08.719, 19194, 46068, 89, 266.53
2026/09/24 01:41:09.721, 19194, 46068, 88, 249.20
2026/09/24 01:41:10.722, 19194, 46068, 93, 250.85
2026/09/24 01:41:11.723, 19194, 46068, 91, 250.53
2026/09/24 01:41:12.724, 19194, 46068, 90, 252.15
2026/09/24 01:41:13.726, 19194, 46068, 91, 252.08
2026/09/24 01:41:14.728, 19194, 46068, 92, 256.04
2026/09/24 01:41:15.729, 19194, 46068, 88, 254.10
2026/09/24 01:41:16.731, 19194, 46068, 89, 256.61
2026/09/24 01:41:17.733, 19194, 46068, 100, 278.02
2026/09/24 01:41:18.735, 19194, 46068, 89, 291.33
2026/09/24 01:41:19.736, 19194, 46068, 92, 250.85
2026/09/24 01:41:20.738, 19194, 46068, 88, 253.81
2026/09/24 01:41:21.739, 19194, 46068, 90, 250.67
2026/09/24 01:41:22.740, 19194, 46068, 90, 255.30
2026/09/24 01:41:23.742, 19194, 46068, 87, 255.60
2026/09/24 01:41:24.743, 19194, 46068, 88, 257.54
2026/09/24 01:41:25.745, 19194, 46068, 88, 254.20
2026/09/24 01:41:26.748, 19194, 46068, 88, 254.87
2026/09/24 01:41:27.749, 19194, 46068, 69, 254.65
2026/09/24 01:41:28.751, 19194, 46068, 87, 315.59
2026/09/24 01:41:29.752, 19194, 46068, 91, 250.81
2026/09/24 01:41:30.753, 19194, 46068, 91, 249.07
2026/09/24 01:41:31.755, 19194, 46068, 91, 250.34
2026/09/24 01:41:32.756, 19194, 46068, 89, 247.09
2026/09/24 01:41:33.758, 19194, 46068, 87, 252.88
2026/09/24 01:41:34.759, 19194, 46068, 87, 248.98
2026/09/24 01:41:35.760, 19194, 46068, 91, 250.56
2026/09/24 01:41:36.762, 19194, 46068, 88, 254.67
2026/09/24 01:41:37.764, 19194, 46068, 92, 252.46
2026/09/24 01:41:38.766, 19194, 46068, 100, 309.34
2026/09/24 01:41:39.767, 19194, 46068, 87, 266.58
2026/09/24 01:41:40.769, 19194, 46068, 88, 251.87
2026/09/24 01:41:41.770, 19194, 46068, 88, 250.62
2026/09/24 01:41:42.771, 19194, 46068, 87, 250.03
2026/09/24 01:41:43.773, 19194, 46068, 88, 253.69
2026/09/24 01:41:44.774, 19194, 46068, 88, 259.69
2026/09/24 01:41:45.776, 19194, 46068, 92, 258.86
2026/09/24 01:41:46.777, 19194, 46068, 88, 259.11
2026/09/24 01:41:47.779, 19194, 46068, 92, 256.27
2026/09/24 01:41:48.780, 19194, 46068, 100, 280.54
2026/09/24 01:41:49.782, 19194, 46068, 87, 303.73
2026/09/24 01:41:50.783, 19194, 46068, 87, 250.24
2026/09/24 01:41:51.786, 19194, 46068, 89, 249.38
2026/09/24 01:41:52.787, 19194, 46068, 89, 249.43
2026/09/24 01:41:53.788, 19194, 46068, 88, 249.08
2026/09/24 01:41:54.790, 19194, 46068, 88, 250.34
2026/09/24 01:41:55.791, 19194, 46068, 88, 246.26
2026/09/24 01:41:56.793, 19194, 46068, 92, 251.01
2026/09/24 01:41:57.794, 19194, 46068, 87, 255.39
2026/09/24 01:41:58.796, 19194, 46068, 89, 254.69
2026/09/24 01:41:59.797, 19194, 46068, 100, 327.00
2026/09/24 01:42:00.799, 19194, 46068, 87, 260.96
2026/09/24 01:42:01.800, 19194, 46068, 87, 251.97
2026/09/24 01:42:02.802, 19194, 46068, 0, 168.93
2026/09/24 01:42:03.803, 19194, 46068, 0, 116.75
2026/09/24 01:42:04.805, 19194, 46068, 0, 99.48
2026/09/24 01:42:05.806, 19194, 46068, 0, 99.04
2026/09/24 01:42:06.808, 19194, 46068, 0, 98.80
2026/09/24 01:42:07.809, 19194, 46068, 94, 235.47
2026/09/24 01:42:08.810, 19194, 46068, 93, 257.45
2026/09/24 01:42:09.812, 19194, 46068, 93, 257.61
2026/09/24 01:42:10.813, 19194, 46068, 94, 257.84
2026/09/24 01:42:11.814, 19194, 46068, 92, 257.83
2026/09/24 01:42:12.816, 19194, 46068, 91, 258.41
2026/09/24 01:42:13.818, 19194, 46068, 94, 258.77
2026/09/24 01:42:14.819, 29498, 46068, 100, 301.88
2026/09/24 01:42:15.820, 30602, 46068, 100, 338.26
2026/09/24 01:42:16.821, 31706, 46068, 100, 339.69
2026/09/24 01:42:17.822, 31706, 46068, 100, 338.94
2026/09/24 01:42:18.824, 31706, 46068, 100, 336.18
2026/09/24 01:42:19.826, 31706, 46068, 86, 295.14
2026/09/24 01:42:20.827, 31706, 46068, 88, 290.38
2026/09/24 01:42:21.829, 31706, 46068, 89, 299.13
2026/09/24 01:42:22.830, 31706, 46068, 88, 288.61
2026/09/24 01:42:23.831, 31706, 46068, 88, 293.62
2026/09/24 01:42:24.833, 31706, 46068, 86, 295.33
2026/09/24 01:42:25.835, 31706, 46068, 88, 296.37
2026/09/24 01:42:26.837, 31706, 46068, 88, 289.36
2026/09/24 01:42:27.837, 31706, 46068, 88, 305.59
2026/09/24 01:42:28.839, 31706, 46068, 88, 295.97
2026/09/24 01:42:29.841, 31706, 46068, 76, 293.59
2026/09/24 01:42:30.842, 31706, 46068, 81, 305.95
2026/09/24 01:42:31.844, 31706, 46068, 80, 299.11
2026/09/24 01:42:32.845, 31706, 46068, 88, 304.48
2026/09/24 01:42:33.846, 31706, 46068, 88, 297.35
2026/09/24 01:42:34.848, 31706, 46068, 88, 301.90
2026/09/24 01:42:35.849, 31706, 46068, 87, 292.64
2026/09/24 01:42:36.850, 31706, 46068, 87, 306.67
2026/09/24 01:42:37.851, 31706, 46068, 87, 308.96
2026/09/24 01:42:38.852, 31706, 46068, 82, 297.33
