timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W]
2026/09/23 17:03:56.087, 42127, 46068, 84, 240.89
2026/09/23 17:03:57.089, 42127, 46068, 82, 240.93
2026/09/23 17:03:58.090, 42127, 46068, 83, 240.88
2026/09/23 17:03:59.091, 42127, 46068, 84, 240.96
2026/09/23 17:04:00.093, 42127, 46068, 84, 239.34
2026/09/23 17:04:01.094, 42127, 46068, 83, 241.13
2026/09/23 17:04:02.096, 42127, 46068, 83, 240.92
2026/09/23 17:04:03.098, 42127, 46068, 84, 254.90
2026/09/23 17:04:04.100, 42127, 46068, 82, 239.57
2026/09/23 17:04:05.102, 42127, 46068, 85, 237.88
2026/09/23 17:04:06.103, 42127, 46068, 85, 242.37
2026/09/23 17:04:07.104, 42127, 46068, 83, 243.78
2026/09/23 17:04:08.106, 42127, 46068, 85, 244.65
2026/09/23 17:04:09.108, 42127, 46068, 84, 244.36
2026/09/23 17:04:10.109, 42127, 46068, 85, 243.07
2026/09/23 17:04:11.111, 42127, 46068, 85, 245.44
2026/09/23 17:04:12.113, 42127, 46068, 83, 243.95
2026/09/23 17:04:13.114, 42127, 46068, 83, 236.26
2026/09/23 17:04:14.115, 42127, 46068, 84, 244.89
2026/09/23 17:04:15.118, 42127, 46068, 85, 258.48
2026/09/23 17:04:16.120, 42127, 46068, 84, 245.55
2026/09/23 17:04:17.122, 42127, 46068, 85, 246.43
2026/09/23 17:04:18.123, 42127, 46068, 84, 251.95
2026/09/23 17:04:19.126, 42127, 46068, 84, 248.03
2026/09/23 17:04:20.129, 42127, 46068, 83, 252.52
2026/09/23 17:04:21.130, 42127, 46068, 83, 245.62
2026/09/23 17:04:22.132, 42127, 46068, 83, 245.96
2026/09/23 17:04:23.133, 42127, 46068, 81, 245.32
2026/09/23 17:04:24.135, 42127, 46068, 83, 247.40
2026/09/23 17:04:25.137, 42127, 46068, 83, 262.23
2026/09/23 17:04:26.138, 42127, 46068, 78, 247.05
2026/09/23 17:04:27.140, 42127, 46068, 85, 248.82
2026/09/23 17:04:28.142, 42127, 46068, 83, 247.54
2026/09/23 17:04:29.143, 42127, 46068, 81, 249.29
2026/09/23 17:04:30.145, 42127, 46068, 84, 249.18
2026/09/23 17:04:31.147, 42127, 46068, 83, 249.17
2026/09/23 17:04:32.149, 42127, 46068, 81, 250.74
2026/09/23 17:04:33.151, 42127, 46068, 84, 249.98
2026/09/23 17:04:34.153, 42127, 46068, 84, 248.69
2026/09/23 17:04:35.154, 42127, 46068, 83, 263.20
2026/09/23 17:04:36.156, 42127, 46068, 84, 250.57
2026/09/23 17:04:37.158, 42127, 46068, 84, 247.76
2026/09/23 17:04:38.159, 42127, 46068, 84, 248.38
2026/09/23 17:04:39.161, 42127, 46068, 84, 250.05
2026/09/23 17:04:40.163, 42127, 46068, 84, 249.34
2026/09/23 17:04:41.165, 42127, 46068, 84, 247.80
2026/09/23 17:04:42.166, 42127, 46068, 83, 249.57
2026/09/23 17:04:43.168, 42127, 46068, 83, 254.36
2026/09/23 17:04:44.170, 42127, 46068, 83, 249.00
2026/09/23 17:04:45.173, 42127, 46068, 82, 247.94
2026/09/23 17:04:46.174, 42127, 46068, 83, 249.62
2026/09/23 17:04:47.175, 42127, 46068, 85, 248.62
2026/09/23 17:04:48.177, 42127, 46068, 79, 265.31
2026/09/23 17:04:49.180, 42127, 46068, 83, 250.53
2026/09/23 17:04:50.182, 42127, 46068, 85, 243.47
2026/09/23 17:04:51.184, 42127, 46068, 81, 245.10
2026/09/23 17:04:52.186, 42127, 46068, 83, 249.85
2026/09/23 17:04:53.188, 42127, 46068, 83, 259.83
2026/09/23 17:04:54.189, 42127, 46068, 83, 250.75
2026/09/23 17:04:55.190, 42127, 46068, 84, 250.38
2026/09/23 17:04:56.192, 42127, 46068, 84, 245.94
2026/09/23 17:04:57.193, 42127, 46068, 84, 250.04
2026/09/23 17:04:58.195, 42127, 46068, 85, 248.72
2026/09/23 17:04:59.197, 42127, 46068, 84, 249.11
2026/09/23 17:05:00.199, 42127, 46068, 0, 205.89
2026/09/23 17:05:01.201, 42127, 46068, 0, 122.33
2026/09/23 17:05:02.204, 42127, 46068, 0, 95.28
2026/09/23 17:05:03.206, 42127, 46068, 0, 99.76
2026/09/23 17:05:04.207, 42127, 46068, 87, 223.72
2026/09/23 17:05:05.210, 42127, 46068, 88, 292.50
2026/09/23 17:05:06.211, 42127, 46068, 89, 301.93
2026/09/23 17:05:07.213, 42127, 46068, 91, 306.77
2026/09/23 17:05:08.215, 42127, 46068, 95, 337.66
2026/09/23 17:05:09.217, 42127, 46068, 92, 327.17
